quantidadeItemVenda,precoUnitarioItemVenda,idProduto,idVenda
10,0.0,59,985
7,0.0,60,328
6,0.0,45,868
2,0.0,9,760
6,0.0,76,32
11,0.0,88,268
11,0.0,99,245
1,0.0,84,672
10,0.0,48,979
6,0.0,38,162
2,0.0,30,842
4,0.0,99,700
1,0.0,25,598
9,0.0,4,799
12,0.0,53,613
5,0.0,73,222
10,0.0,89,690
12,0.0,62,436
7,0.0,73,178
1,0.0,51,564
5,0.0,66,854
11,0.0,96,666
9,0.0,25,43
12,0.0,90,511
2,0.0,74,184
4,0.0,92,255
9,0.0,12,103
11,0.0,95,694
4,0.0,82,990
7,0.0,1,997
2,0.0,29,458
11,0.0,90,583
9,0.0,74,42
2,0.0,6,83
8,0.0,29,280
10,0.0,81,865
12,0.0,1,470
3,0.0,50,31
6,0.0,81,530
2,0.0,8,672
11,0.0,10,772
1,0.0,51,149
1,0.0,38,923
9,0.0,16,463
5,0.0,30,607
7,0.0,45,902
6,0.0,8,194
2,0.0,62,849
6,0.0,85,982
9,0.0,56,333
1,0.0,16,176
11,0.0,89,8
11,0.0,96,390
10,0.0,94,759
6,0.0,72,872
10,0.0,66,571
4,0.0,93,162
12,0.0,76,112
3,0.0,1,169
6,0.0,60,990
3,0.0,37,714
4,0.0,77,342
9,0.0,57,496
10,0.0,58,249
9,0.0,83,851
3,0.0,70,266
5,0.0,60,197
3,0.0,62,616
11,0.0,66,325
8,0.0,99,929
10,0.0,49,584
11,0.0,6,149
11,0.0,31,183
2,0.0,35,5
8,0.0,73,174
11,0.0,38,687
7,0.0,70,59
7,0.0,87,187
10,0.0,20,114
10,0.0,46,578
2,0.0,89,105
9,0.0,73,106
3,0.0,19,486
6,0.0,74,341
2,0.0,39,918
2,0.0,51,226
8,0.0,54,650
1,0.0,11,48
10,0.0,73,592
9,0.0,84,108
9,0.0,92,847
11,0.0,87,724
6,0.0,56,463
11,0.0,84,636
10,0.0,48,805
10,0.0,97,750
4,0.0,1,449
9,0.0,65,721
2,0.0,30,523
4,0.0,97,253
7,0.0,80,209
10,0.0,9,328
1,0.0,95,593
7,0.0,13,406
11,0.0,11,918
4,0.0,22,901
9,0.0,37,438
11,0.0,78,192
4,0.0,7,371
3,0.0,23,549
12,0.0,76,756
6,0.0,27,187
1,0.0,53,64
12,0.0,84,740
3,0.0,78,202
3,0.0,66,8
11,0.0,75,681
8,0.0,73,219
9,0.0,57,937
12,0.0,94,831
10,0.0,16,985
2,0.0,82,579
9,0.0,18,707
4,0.0,33,779
10,0.0,9,287
6,0.0,92,990
10,0.0,65,466
9,0.0,22,507
6,0.0,91,209
12,0.0,84,936
4,0.0,4,511
10,0.0,49,668
3,0.0,86,876
2,0.0,47,24
7,0.0,83,452
10,0.0,69,453
9,0.0,21,702
5,0.0,33,42
12,0.0,18,448
2,0.0,92,749
11,0.0,73,661
4,0.0,46,194
10,0.0,44,140
6,0.0,59,640
10,0.0,71,353
5,0.0,56,399
9,0.0,26,231
7,0.0,17,237
9,0.0,49,851
7,0.0,24,526
5,0.0,62,385
1,0.0,64,100
12,0.0,51,182
9,0.0,62,248
7,0.0,33,730
6,0.0,51,330
5,0.0,56,549
2,0.0,100,709
7,0.0,49,799
11,0.0,86,355
4,0.0,9,224
12,0.0,45,585
3,0.0,48,958
3,0.0,17,290
6,0.0,55,825
3,0.0,32,79
9,0.0,96,646
3,0.0,34,348
1,0.0,83,53
12,0.0,99,51
12,0.0,7,907
11,0.0,76,782
9,0.0,80,495
7,0.0,17,568
12,0.0,48,861
12,0.0,35,3
10,0.0,65,588
1,0.0,76,314
11,0.0,17,290
11,0.0,22,955
12,0.0,92,945
4,0.0,87,531
5,0.0,15,425
3,0.0,58,527
8,0.0,10,629
12,0.0,93,992
11,0.0,90,25
12,0.0,27,97
6,0.0,96,62
2,0.0,25,169
2,0.0,18,513
10,0.0,65,612
8,0.0,43,4
10,0.0,24,729
8,0.0,72,609
1,0.0,57,203
9,0.0,37,707
11,0.0,36,21
2,0.0,32,303
4,0.0,51,336
11,0.0,35,273
2,0.0,7,82
12,0.0,58,640
8,0.0,18,831
2,0.0,5,964
11,0.0,62,960
4,0.0,46,340
9,0.0,20,122
9,0.0,84,365
2,0.0,7,475
4,0.0,54,422
12,0.0,82,654
7,0.0,79,264
3,0.0,42,80
3,0.0,56,26
11,0.0,56,342
6,0.0,63,717
8,0.0,23,14
12,0.0,89,516
2,0.0,90,115
12,0.0,47,825
11,0.0,52,528
11,0.0,29,138
5,0.0,30,297
12,0.0,94,26
4,0.0,79,452
6,0.0,69,3
9,0.0,8,764
11,0.0,81,400
6,0.0,61,523
5,0.0,36,804
10,0.0,96,84
8,0.0,98,980
10,0.0,76,763
4,0.0,80,310
3,0.0,57,652
4,0.0,39,873
1,0.0,20,620
5,0.0,99,115
3,0.0,84,93
6,0.0,47,419
6,0.0,95,124
4,0.0,14,894
2,0.0,82,134
8,0.0,31,434
6,0.0,89,162
1,0.0,2,138
7,0.0,84,319
5,0.0,78,427
5,0.0,70,522
5,0.0,61,274
5,0.0,75,9
5,0.0,59,731
9,0.0,13,981
9,0.0,85,117
1,0.0,44,697
2,0.0,17,860
4,0.0,64,618
9,0.0,25,275
2,0.0,7,147
1,0.0,60,311
9,0.0,47,259
6,0.0,97,228
10,0.0,42,172
4,0.0,58,531
3,0.0,3,196
7,0.0,58,778
3,0.0,70,103
5,0.0,83,552
7,0.0,3,563
5,0.0,95,437
4,0.0,71,357
5,0.0,23,282
11,0.0,90,67
4,0.0,67,803
8,0.0,47,788
6,0.0,36,217
9,0.0,19,74
6,0.0,63,357
8,0.0,38,118
12,0.0,21,427
11,0.0,43,439
7,0.0,23,797
12,0.0,5,283
2,0.0,48,40
3,0.0,72,723
9,0.0,70,373
2,0.0,3,526
1,0.0,14,179
1,0.0,66,889
5,0.0,59,329
8,0.0,9,870
5,0.0,44,354
7,0.0,69,102
9,0.0,18,584
6,0.0,90,187
6,0.0,79,989
8,0.0,88,133
4,0.0,74,279
5,0.0,58,23
2,0.0,72,137
8,0.0,69,552
9,0.0,6,422
5,0.0,12,375
7,0.0,99,413
4,0.0,8,641
9,0.0,29,269
1,0.0,79,67
11,0.0,69,886
12,0.0,7,203
6,0.0,78,294
11,0.0,52,702
12,0.0,56,350
6,0.0,63,653
11,0.0,2,249
7,0.0,18,773
2,0.0,52,514
10,0.0,36,328
1,0.0,30,521
9,0.0,3,191
9,0.0,28,171
8,0.0,35,665
12,0.0,92,487
7,0.0,48,134
7,0.0,25,921
10,0.0,97,89
9,0.0,14,808
10,0.0,82,966
8,0.0,59,357
12,0.0,84,852
2,0.0,99,233
6,0.0,58,35
5,0.0,11,470
6,0.0,29,874
6,0.0,76,624
12,0.0,56,764
9,0.0,62,252
12,0.0,38,785
5,0.0,59,57
12,0.0,94,308
7,0.0,38,205
5,0.0,6,587
8,0.0,83,122
1,0.0,10,889
3,0.0,33,182
5,0.0,86,319
4,0.0,99,42
6,0.0,58,628
5,0.0,54,821
1,0.0,44,135
6,0.0,74,825
9,0.0,10,113
8,0.0,92,242
1,0.0,75,132
5,0.0,27,629
8,0.0,17,941
1,0.0,16,718
8,0.0,50,924
2,0.0,52,22
5,0.0,60,260
2,0.0,98,882
1,0.0,64,249
7,0.0,66,677
3,0.0,57,777
6,0.0,76,675
5,0.0,53,325
7,0.0,100,691
11,0.0,53,463
3,0.0,90,723
12,0.0,9,774
11,0.0,14,575
2,0.0,65,935
11,0.0,66,288
9,0.0,35,886
2,0.0,40,680
1,0.0,49,904
11,0.0,24,171
5,0.0,62,653
8,0.0,92,541
7,0.0,34,565
2,0.0,87,556
11,0.0,16,154
11,0.0,5,571
6,0.0,87,594
6,0.0,41,1
3,0.0,85,8
9,0.0,8,49
1,0.0,29,67
3,0.0,86,447
10,0.0,11,14
6,0.0,92,798
11,0.0,24,343
2,0.0,56,246
11,0.0,96,245
6,0.0,13,158
11,0.0,41,846
1,0.0,41,840
11,0.0,20,999
12,0.0,62,464
7,0.0,15,852
1,0.0,65,203
7,0.0,71,329
6,0.0,38,175
11,0.0,85,40
12,0.0,42,544
7,0.0,31,661
7,0.0,45,907
3,0.0,100,469
8,0.0,97,435
7,0.0,74,404
6,0.0,44,20
9,0.0,35,240
5,0.0,29,955
6,0.0,38,324
2,0.0,16,254
10,0.0,73,490
5,0.0,17,459
9,0.0,79,395
9,0.0,88,764
9,0.0,18,42
11,0.0,10,14
7,0.0,23,550
3,0.0,26,830
10,0.0,6,212
7,0.0,95,590
1,0.0,34,865
8,0.0,58,392
9,0.0,63,374
12,0.0,66,146
6,0.0,69,62
1,0.0,46,972
9,0.0,42,572
7,0.0,70,540
7,0.0,79,901
11,0.0,89,717
9,0.0,21,714
11,0.0,64,327
4,0.0,76,902
4,0.0,47,688
8,0.0,16,810
4,0.0,94,82
12,0.0,61,310
6,0.0,41,35
9,0.0,43,492
11,0.0,60,141
8,0.0,30,898
3,0.0,26,530
11,0.0,53,305
3,0.0,45,682
11,0.0,22,44
2,0.0,67,836
6,0.0,21,432
1,0.0,65,838
6,0.0,95,135
5,0.0,15,518
3,0.0,71,152
11,0.0,58,4
2,0.0,71,71
9,0.0,93,85
11,0.0,34,830
12,0.0,33,319
1,0.0,80,616
11,0.0,87,169
6,0.0,47,286
12,0.0,83,107
6,0.0,51,258
12,0.0,21,685
4,0.0,77,644
4,0.0,80,855
1,0.0,57,912
3,0.0,53,807
2,0.0,48,281
12,0.0,58,370
6,0.0,50,682
8,0.0,96,91
2,0.0,40,205
5,0.0,14,448
6,0.0,26,569
5,0.0,1,166
4,0.0,6,423
8,0.0,23,701
7,0.0,41,298
5,0.0,41,454
11,0.0,83,445
9,0.0,99,204
2,0.0,31,522
3,0.0,79,134
12,0.0,90,147
10,0.0,64,427
3,0.0,70,435
9,0.0,91,672
3,0.0,37,204
7,0.0,24,546
7,0.0,76,32
2,0.0,63,687
2,0.0,63,321
5,0.0,98,36
6,0.0,49,889
9,0.0,69,492
2,0.0,15,743
11,0.0,58,987
8,0.0,77,741
1,0.0,7,516
4,0.0,53,287
12,0.0,17,651
5,0.0,19,384
8,0.0,29,502
3,0.0,81,207
2,0.0,67,665
5,0.0,64,259
7,0.0,46,52
6,0.0,79,67
10,0.0,43,20
1,0.0,9,272
8,0.0,68,927
1,0.0,94,914
1,0.0,40,477
3,0.0,50,284
1,0.0,99,812
1,0.0,51,348
12,0.0,71,236
5,0.0,97,639
11,0.0,6,935
3,0.0,80,826
6,0.0,73,606
12,0.0,18,221
10,0.0,1,767
7,0.0,94,947
2,0.0,91,439
9,0.0,79,549
3,0.0,39,484
8,0.0,46,671
4,0.0,30,422
6,0.0,75,925
10,0.0,75,904
1,0.0,24,525
7,0.0,93,574
7,0.0,16,449
9,0.0,96,865
3,0.0,45,889
9,0.0,49,346
9,0.0,33,289
2,0.0,47,794
12,0.0,16,840
2,0.0,21,193
7,0.0,10,442
9,0.0,20,276
5,0.0,24,308
6,0.0,18,83
1,0.0,59,599
11,0.0,46,893
12,0.0,52,595
4,0.0,61,590
6,0.0,59,165
5,0.0,27,510
1,0.0,79,695
9,0.0,29,281
11,0.0,30,141
5,0.0,100,252
12,0.0,47,247
5,0.0,43,549
8,0.0,21,936
8,0.0,78,997
7,0.0,19,16
10,0.0,56,79
8,0.0,83,231
4,0.0,5,271
6,0.0,52,461
12,0.0,84,576
8,0.0,53,32
2,0.0,23,448
9,0.0,81,61
4,0.0,2,487
7,0.0,85,908
10,0.0,91,696
7,0.0,48,682
6,0.0,53,307
1,0.0,83,41
8,0.0,33,331
2,0.0,66,78
9,0.0,15,247
6,0.0,92,298
5,0.0,85,624
12,0.0,15,851
7,0.0,20,290
11,0.0,77,686
8,0.0,64,892
1,0.0,91,728
5,0.0,64,568
12,0.0,35,569
9,0.0,34,938
10,0.0,55,925
3,0.0,32,707
8,0.0,49,755
5,0.0,5,924
9,0.0,18,258
1,0.0,98,862
2,0.0,33,206
3,0.0,52,481
5,0.0,34,712
12,0.0,27,423
6,0.0,70,419
1,0.0,50,80
3,0.0,57,672
1,0.0,86,145
2,0.0,78,597
2,0.0,3,357
3,0.0,66,686
8,0.0,49,565
9,0.0,31,104
2,0.0,10,366
12,0.0,67,545
2,0.0,11,627
2,0.0,34,909
2,0.0,33,240
2,0.0,31,508
11,0.0,76,514
10,0.0,19,161
9,0.0,54,567
3,0.0,82,955
3,0.0,70,149
12,0.0,57,81
9,0.0,79,434
4,0.0,13,10
10,0.0,97,497
3,0.0,99,845
2,0.0,14,702
11,0.0,33,76
7,0.0,83,307
11,0.0,43,20
9,0.0,80,257
11,0.0,54,821
10,0.0,2,48
11,0.0,56,193
4,0.0,6,928
10,0.0,64,382
10,0.0,74,316
1,0.0,62,520
3,0.0,23,952
12,0.0,46,720
6,0.0,40,545
4,0.0,69,79
11,0.0,97,105
11,0.0,18,460
2,0.0,16,887
8,0.0,35,968
4,0.0,97,404
12,0.0,13,594
4,0.0,14,215
12,0.0,95,280
11,0.0,45,322
4,0.0,31,685
6,0.0,14,877
4,0.0,23,226
11,0.0,6,578
1,0.0,46,212
7,0.0,21,947
12,0.0,36,455
12,0.0,18,432
3,0.0,49,258
10,0.0,4,348
6,0.0,83,564
1,0.0,84,448
12,0.0,71,584
4,0.0,77,843
3,0.0,68,6
9,0.0,62,467
5,0.0,94,837
7,0.0,8,820
1,0.0,54,449
6,0.0,66,146
1,0.0,70,413
11,0.0,28,381
11,0.0,10,550
7,0.0,39,300
4,0.0,42,597
7,0.0,33,252
11,0.0,75,369
7,0.0,29,494
3,0.0,32,254
12,0.0,12,451
10,0.0,48,754
9,0.0,64,893
9,0.0,15,45
12,0.0,70,518
7,0.0,84,943
10,0.0,59,682
5,0.0,29,818
5,0.0,89,325
5,0.0,100,875
10,0.0,54,51
5,0.0,15,108
6,0.0,38,535
6,0.0,2,549
1,0.0,6,377
3,0.0,45,435
11,0.0,32,275
7,0.0,8,462
6,0.0,51,480
3,0.0,79,964
9,0.0,77,568
12,0.0,16,433
2,0.0,74,567
12,0.0,21,620
9,0.0,77,981
8,0.0,46,271
4,0.0,73,911
1,0.0,52,102
5,0.0,16,421
8,0.0,88,643
7,0.0,55,846
3,0.0,18,182
12,0.0,79,228
7,0.0,30,599
5,0.0,96,14
7,0.0,78,173
2,0.0,6,705
1,0.0,83,198
11,0.0,4,600
9,0.0,23,722
3,0.0,79,845
2,0.0,29,791
9,0.0,74,445
11,0.0,8,799
11,0.0,82,762
7,0.0,78,167
7,0.0,12,129
3,0.0,56,849
5,0.0,73,146
7,0.0,69,678
12,0.0,28,798
7,0.0,78,782
9,0.0,41,728
5,0.0,22,238
8,0.0,7,259
7,0.0,29,190
3,0.0,83,678
6,0.0,41,545
12,0.0,67,45
5,0.0,14,769
3,0.0,37,800
7,0.0,41,545
5,0.0,60,223
6,0.0,14,814
2,0.0,96,513
6,0.0,4,746
6,0.0,20,939
1,0.0,95,619
8,0.0,13,482
6,0.0,18,404
12,0.0,77,846
12,0.0,18,754
6,0.0,47,23
1,0.0,89,976
6,0.0,22,701
4,0.0,36,789
6,0.0,40,369
2,0.0,69,409
7,0.0,78,55
3,0.0,64,25
12,0.0,17,942
11,0.0,57,219
9,0.0,21,967
10,0.0,23,737
7,0.0,100,257
12,0.0,45,952
8,0.0,28,64
10,0.0,38,289
7,0.0,74,551
11,0.0,32,77
6,0.0,29,818
5,0.0,47,716
3,0.0,69,53
7,0.0,85,557
12,0.0,3,490
12,0.0,32,272
3,0.0,67,802
1,0.0,46,305
5,0.0,6,237
2,0.0,74,981
11,0.0,73,684
2,0.0,62,639
11,0.0,66,817
12,0.0,19,292
8,0.0,16,358
8,0.0,47,455
3,0.0,24,432
3,0.0,39,132
4,0.0,42,606
6,0.0,22,969
9,0.0,70,119
10,0.0,10,634
1,0.0,79,826
10,0.0,21,875
12,0.0,26,905
3,0.0,75,577
5,0.0,43,428
3,0.0,2,197
11,0.0,46,604
6,0.0,21,465
11,0.0,14,749
5,0.0,97,491
6,0.0,8,807
6,0.0,15,214
4,0.0,8,121
3,0.0,34,122
9,0.0,54,373
9,0.0,46,201
11,0.0,83,776
12,0.0,60,492
3,0.0,68,498
5,0.0,79,912
11,0.0,15,604
12,0.0,23,396
4,0.0,44,422
8,0.0,42,669
7,0.0,51,669
6,0.0,94,188
5,0.0,9,602
8,0.0,62,56
7,0.0,95,453
1,0.0,89,345
12,0.0,10,605
12,0.0,16,993
6,0.0,72,918
6,0.0,66,275
1,0.0,99,891
4,0.0,28,538
4,0.0,62,611
5,0.0,58,473
1,0.0,69,488
4,0.0,100,387
3,0.0,94,168
6,0.0,20,300
6,0.0,57,308
12,0.0,76,337
5,0.0,38,796
9,0.0,65,913
2,0.0,43,747
3,0.0,12,220
2,0.0,64,121
5,0.0,20,13
4,0.0,95,748
5,0.0,100,174
6,0.0,80,164
10,0.0,72,380
6,0.0,13,848
11,0.0,49,12
11,0.0,94,355
1,0.0,31,417
2,0.0,58,944
11,0.0,48,97
2,0.0,50,592
8,0.0,76,580
9,0.0,50,555
12,0.0,100,144
12,0.0,91,492
5,0.0,68,825
10,0.0,73,228
4,0.0,99,592
5,0.0,59,832
12,0.0,56,199
9,0.0,95,131
4,0.0,16,631
4,0.0,51,914
9,0.0,16,62
6,0.0,68,924
9,0.0,82,912
11,0.0,100,522
4,0.0,32,466
1,0.0,20,85
4,0.0,22,529
3,0.0,25,73
3,0.0,14,420
9,0.0,47,459
8,0.0,6,904
5,0.0,82,386
9,0.0,64,467
9,0.0,79,432
6,0.0,43,826
11,0.0,44,657
8,0.0,11,812
4,0.0,64,579
9,0.0,75,745
4,0.0,39,794
4,0.0,26,941
10,0.0,78,486
12,0.0,86,910
3,0.0,26,646
2,0.0,100,114
11,0.0,15,828
5,0.0,16,937
1,0.0,34,570
1,0.0,4,572
11,0.0,37,904
9,0.0,3,585
10,0.0,43,421
12,0.0,76,199
1,0.0,39,319
11,0.0,39,70
3,0.0,66,450
4,0.0,72,211
6,0.0,31,520
3,0.0,24,269
11,0.0,58,701
12,0.0,45,623
9,0.0,36,488
4,0.0,58,470
7,0.0,67,665
8,0.0,35,831
10,0.0,65,768
8,0.0,81,974
4,0.0,38,794
1,0.0,43,944
7,0.0,18,536
12,0.0,22,214
10,0.0,81,109
6,0.0,12,563
1,0.0,27,231
8,0.0,37,759
5,0.0,41,977
12,0.0,77,354
2,0.0,45,968
12,0.0,29,859
8,0.0,38,191
2,0.0,83,304
11,0.0,58,719
6,0.0,40,931
1,0.0,70,18
6,0.0,32,388
6,0.0,20,39
9,0.0,59,769
7,0.0,96,998
1,0.0,77,808
10,0.0,45,55
7,0.0,48,518
11,0.0,99,811
8,0.0,15,571
9,0.0,74,974
1,0.0,70,589
3,0.0,64,556
3,0.0,88,134
3,0.0,14,559
4,0.0,89,158
10,0.0,96,633
9,0.0,71,420
9,0.0,91,271
1,0.0,59,640
8,0.0,85,909
12,0.0,35,785
6,0.0,31,117
5,0.0,47,713
8,0.0,54,726
2,0.0,5,832
3,0.0,41,827
8,0.0,52,572
10,0.0,90,765
11,0.0,49,694
11,0.0,68,442
4,0.0,55,491
2,0.0,52,756
11,0.0,67,430
12,0.0,12,768
4,0.0,22,144
3,0.0,32,435
8,0.0,59,868
3,0.0,63,991
6,0.0,32,311
12,0.0,65,218
12,0.0,42,164
2,0.0,54,132
10,0.0,20,637
9,0.0,3,73
11,0.0,20,631
8,0.0,64,75
10,0.0,91,829
8,0.0,65,934
8,0.0,35,42
8,0.0,41,385
8,0.0,74,927
2,0.0,25,479
12,0.0,77,820
12,0.0,51,576
6,0.0,51,169
2,0.0,23,368
9,0.0,39,465
3,0.0,18,66
7,0.0,25,517
3,0.0,13,116
2,0.0,89,679
4,0.0,22,690
3,0.0,72,968
11,0.0,46,741
6,0.0,61,605
2,0.0,59,211
9,0.0,87,695
8,0.0,13,523
5,0.0,22,187
2,0.0,9,388
8,0.0,81,335
3,0.0,24,550
3,0.0,70,349
8,0.0,87,7
7,0.0,26,856
7,0.0,77,723
2,0.0,89,671
9,0.0,67,90
8,0.0,53,893
11,0.0,32,708
8,0.0,45,576
8,0.0,22,469
9,0.0,39,817
10,0.0,74,841
10,0.0,33,870
8,0.0,72,478
12,0.0,5,174
6,0.0,26,620
10,0.0,54,403
1,0.0,33,639
1,0.0,27,72
12,0.0,24,839
11,0.0,57,800
1,0.0,87,197
8,0.0,3,41
11,0.0,76,54
5,0.0,91,801
7,0.0,42,225
11,0.0,76,574
8,0.0,82,517
1,0.0,88,464
12,0.0,90,294
8,0.0,41,666
11,0.0,71,615
1,0.0,24,168
5,0.0,35,884
8,0.0,63,262
5,0.0,18,622
1,0.0,83,180
6,0.0,48,411
3,0.0,6,679
2,0.0,17,223
9,0.0,96,75
9,0.0,62,288
5,0.0,46,344
3,0.0,66,119
8,0.0,98,528
6,0.0,10,413
6,0.0,32,877
6,0.0,45,848
6,0.0,63,324
8,0.0,49,353
12,0.0,26,402
8,0.0,39,46
4,0.0,32,533
2,0.0,82,815
6,0.0,63,976
12,0.0,14,131
7,0.0,95,156
7,0.0,15,766
5,0.0,44,920
4,0.0,46,589
4,0.0,94,715
9,0.0,38,365
11,0.0,17,403
3,0.0,89,757
2,0.0,23,762
5,0.0,58,433
12,0.0,74,612
8,0.0,61,845
4,0.0,89,401
5,0.0,75,550
9,0.0,58,974
3,0.0,25,135
12,0.0,9,767
4,0.0,56,249
10,0.0,78,520
1,0.0,18,383
10,0.0,52,770
9,0.0,14,559
1,0.0,22,556
2,0.0,64,747
10,0.0,72,297
6,0.0,49,285
8,0.0,100,167
2,0.0,39,101
5,0.0,43,825
10,0.0,99,29
9,0.0,83,548
9,0.0,45,452
10,0.0,81,536
2,0.0,61,852
11,0.0,33,310
7,0.0,79,530
8,0.0,69,76
11,0.0,86,718
10,0.0,16,53
5,0.0,32,961
6,0.0,87,114
8,0.0,79,205
3,0.0,100,120
6,0.0,79,53
4,0.0,81,718
9,0.0,92,176
10,0.0,63,577
4,0.0,28,323
10,0.0,8,103
9,0.0,97,935
2,0.0,46,830
9,0.0,45,928
2,0.0,35,477
9,0.0,62,836
11,0.0,73,196
9,0.0,82,236
4,0.0,14,499
2,0.0,6,206
1,0.0,36,634
1,0.0,77,389
1,0.0,28,140
10,0.0,5,82
7,0.0,36,924
5,0.0,55,579
4,0.0,10,501
7,0.0,4,758
1,0.0,71,121
9,0.0,63,479
2,0.0,28,729
8,0.0,56,951
4,0.0,49,354
8,0.0,84,376
7,0.0,10,871
2,0.0,39,744
1,0.0,9,516
1,0.0,99,716
4,0.0,56,53
1,0.0,77,263
11,0.0,92,745
12,0.0,77,454
3,0.0,49,516
8,0.0,80,676
6,0.0,82,559
1,0.0,34,253
9,0.0,80,865
8,0.0,70,481
6,0.0,18,732
9,0.0,6,390
11,0.0,96,991
7,0.0,34,132
10,0.0,43,118
12,0.0,33,715
12,0.0,16,649
1,0.0,38,768
7,0.0,41,757
11,0.0,59,907
4,0.0,97,157
2,0.0,44,269
6,0.0,72,500
3,0.0,6,18
6,0.0,6,8
10,0.0,3,712
8,0.0,53,819
5,0.0,77,369
9,0.0,67,943
4,0.0,43,525
9,0.0,49,668
10,0.0,31,246
1,0.0,27,573
10,0.0,48,738
7,0.0,51,223
4,0.0,31,391
9,0.0,25,390
1,0.0,29,12
4,0.0,19,573
2,0.0,78,3
2,0.0,24,40
12,0.0,50,651
6,0.0,47,332
1,0.0,13,370
12,0.0,24,851
6,0.0,94,35
3,0.0,48,360
7,0.0,76,401
9,0.0,56,679
11,0.0,64,623
8,0.0,22,294
11,0.0,52,975
9,0.0,61,389
8,0.0,50,101
4,0.0,3,163
1,0.0,97,765
9,0.0,37,602
1,0.0,74,488
3,0.0,83,108
10,0.0,50,25
12,0.0,15,948
12,0.0,69,421
12,0.0,67,41
6,0.0,48,287
2,0.0,88,779
2,0.0,98,727
6,0.0,14,546
12,0.0,23,234
6,0.0,53,736
5,0.0,36,400
5,0.0,39,709
2,0.0,16,348
11,0.0,50,884
9,0.0,3,263
5,0.0,6,928
12,0.0,95,573
9,0.0,30,767
8,0.0,78,13
5,0.0,62,971
12,0.0,13,920
12,0.0,20,679
11,0.0,36,361
2,0.0,47,261
6,0.0,87,590
2,0.0,97,260
4,0.0,24,971
1,0.0,62,978
11,0.0,97,907
10,0.0,46,115
10,0.0,87,760
10,0.0,20,588
4,0.0,75,109
6,0.0,34,85
3,0.0,1,259
11,0.0,17,210
9,0.0,10,532
9,0.0,62,609
10,0.0,90,32
5,0.0,32,239
11,0.0,13,942
7,0.0,76,893
1,0.0,47,325
3,0.0,7,358
5,0.0,50,830
8,0.0,58,893
10,0.0,16,76
3,0.0,6,422
5,0.0,83,210
10,0.0,95,547
4,0.0,86,400
1,0.0,82,988
1,0.0,11,509
3,0.0,86,597
3,0.0,54,646
8,0.0,62,616
4,0.0,15,543
5,0.0,4,457
7,0.0,67,10
1,0.0,87,388
12,0.0,98,363
5,0.0,45,396
7,0.0,52,576
1,0.0,30,150
4,0.0,57,601
10,0.0,27,418
6,0.0,98,108
3,0.0,39,932
3,0.0,2,138
1,0.0,83,151
4,0.0,23,30
8,0.0,15,108
5,0.0,32,772
2,0.0,95,158
6,0.0,70,981
3,0.0,44,128
2,0.0,67,852
12,0.0,58,463
9,0.0,38,919
8,0.0,50,104
4,0.0,63,29
12,0.0,86,143
2,0.0,53,831
7,0.0,61,925
7,0.0,92,309
12,0.0,59,676
4,0.0,46,528
8,0.0,82,711
5,0.0,87,36
9,0.0,53,108
4,0.0,80,237
4,0.0,74,398
11,0.0,50,825
5,0.0,53,917
2,0.0,46,237
9,0.0,32,537
11,0.0,15,916
11,0.0,86,115
6,0.0,60,866
12,0.0,26,650
4,0.0,54,469
9,0.0,24,735
1,0.0,27,721
5,0.0,61,320
6,0.0,41,193
3,0.0,40,654
2,0.0,13,128
2,0.0,1,461
10,0.0,57,855
6,0.0,2,564
9,0.0,18,334
3,0.0,7,824
2,0.0,21,891
10,0.0,65,68
12,0.0,39,20
10,0.0,19,454
1,0.0,88,59
2,0.0,94,994
9,0.0,36,7
4,0.0,55,634
8,0.0,5,972
10,0.0,6,597
11,0.0,54,844
6,0.0,93,891
2,0.0,73,340
8,0.0,15,885
2,0.0,48,47
2,0.0,53,513
7,0.0,19,496
5,0.0,88,223
8,0.0,13,468
3,0.0,8,981
8,0.0,24,800
4,0.0,90,467
10,0.0,84,521
9,0.0,68,459
4,0.0,60,522
12,0.0,95,437
12,0.0,23,394
4,0.0,17,2
11,0.0,54,497
9,0.0,50,63
8,0.0,88,681
4,0.0,66,572
8,0.0,59,504
11,0.0,55,466
11,0.0,98,272
5,0.0,28,849
10,0.0,11,315
5,0.0,13,138
1,0.0,42,206
5,0.0,47,934
3,0.0,58,403
5,0.0,75,835
10,0.0,22,827
2,0.0,75,459
12,0.0,21,580
7,0.0,30,152
9,0.0,30,33
9,0.0,62,248
9,0.0,29,656
11,0.0,4,800
10,0.0,12,621
10,0.0,71,794
3,0.0,48,906
9,0.0,27,299
6,0.0,85,57
4,0.0,54,408
6,0.0,76,589
1,0.0,57,254
12,0.0,52,701
5,0.0,42,879
9,0.0,15,635
11,0.0,62,594
5,0.0,94,144
7,0.0,57,702
11,0.0,22,922
3,0.0,68,944
3,0.0,39,656
12,0.0,54,753
3,0.0,43,281
5,0.0,87,615
6,0.0,32,397
9,0.0,70,441
2,0.0,98,276
9,0.0,5,489
6,0.0,81,166
4,0.0,72,106
7,0.0,45,955
12,0.0,57,126
11,0.0,9,400
12,0.0,3,433
3,0.0,84,371
3,0.0,69,885
11,0.0,1,220
2,0.0,63,613
2,0.0,92,557
7,0.0,82,871
1,0.0,45,239
2,0.0,92,932
2,0.0,29,137
6,0.0,86,941
1,0.0,17,755
12,0.0,73,458
